Date,Location,Operator,Route,Type,Aboard,Fatalities,Ground
11-07-1960,"Near Quito, Ecuador",AREA,Guayaquil - Quito,Fairchild F-27A,37,37,0
11/23/1960,"Manila, Philippines",Philippine Air Lines,Iloilo - Manila,Douglas DC-3,33,33,0
12-07-1960,"Cachimbo, Brazil",REAL,Cuiaba - Manaus,Curtiss C-46A-60-CK,15,15,0
12-11-1960,"San Andres de Giles, Argentina",Military - Argentine Air Force,Buenos Aires - Lima,Avro 691 Lancastrian IV,31,31,0
04-03-1961,"Llico, Chile",LAN,Temuco - Santiago,Douglas DC-3,24,24,0
05-10-1961,"Stah, Algeria",Air France,"Fort Lamy, Chad - Marseilles, France",Lockheed 1649A Starliner,78,78,0
05/24/1961,"Near Tacoma, Washington",Military - U.S. Air Force,,Douglas C-124A-DL,22,22,0
12/16/1960,"Staten Island / Brooklyn, New York",United Air Lines / Trans World Airlines,Chicago - New York City / Columbus - New York City,MD DC-8-11 / Lockheed  1049 S Const,128,128,6
12/17/1960,"Munich, West Germany",Military - U.S. Air Force,"Munich - Northolt AB, England",Convair C-131D (CV-340-79),20,20,31
12/22/1960,"Cebu City, Philippines",Philippine Air Lines,Cebu - Davao,Douglas DC-3,37,28,0
01-02-1961,"Ruzyne, Czechoslovakia",Ceskoslovenske Aerolinie,,Avia 14,10,10,0
01-03-1961,"Koivulahti, Finland",Finnair,Kokkola - Vaasa,Douglas DC-3,25,25,0
01/19/1961,"New York, New York (Idlewild)",Aeronaves de Mexico,New York - Mexico City,McDonnell Douglas DC-8-21,106,4,0
01/22/1961,Midway Island Naval Air Station,Military - U.S. Navy,,Lockheed WV-2 Super Constellation,22,6,3
01/24/1961,"Mt. Burangrang, Indonesia",Garuda Indonesia Airlines,Jakarta - Bandung,Douglas DC-3,21,21,0
01/26/1961,"Off Argentia, Azores",Military - U.S. Air Force,"Azores - Argentia,Newfoundland",Douglas C-118A,23,23,0
01/28/1961,"Off Montauk Point, New York",American Airlines,Training,Boeing 707-123,6,6,0
02-03-1961,"Off Surabaya, Indonesia",Garuda Indonesia Airlines,Surabaya - Balikpapan,Douglas DC-3,26,26,0
02/15/1961,"Near Brussels, Belgium",Sabena,New York City - Brussels,Boeing B-707-320,72,72,1
03-09-1961,"Near Caracas, Venezuela",Linea Aeropostal Venezolana,San Antonio-Maiquetia,Douglas DC-3,12,12,0
03/25/1961,"Near Natal, Brazil",Military - Brazilian Air Force,Rio de Janerio - Belem,Douglas C-47DL,28,23,0
03/28/1961,"Russelbach, East Germany",Ceskoslovenske Aerolinie,Prague - Zurich,Ilyushin IL-18,52,52,0
05/29/1961,Singapore,Military - Royal Air Force,,Handley Page Hastings C-2,13,13,0
05/30/1961,"Near Lisbon, Portugal",KLM Royal Dutch Airlines,"Rome  - Lisbon -  Madrid - Santa Maria, Azores -Caracas",McDonnell Douglas DC-8-53,61,61,0
06-12-1961,"Cairo, Egypt",KLM Royal Dutch Airlines,Rome - Cairo,Lockheed L-188C Electra,36,20,0
06/17/1961,"Near Kano, Nigeria",Continentale Deutsche Luftreederei,Tripoli - Kano,Douglas C-54B-1-DC,7,1,0
06/30/1961,"Buenos Aires, Argentina",Transcontinental,Salta - Cordoba - Buenos Aires,Curtiss C-46A,35,24,0
07-10-1961,"Odessa, Ukraine, USSR",Aeroflot,,Tupolev TU-104B,85,1,0
07-11-1961,"Denver, Colorado",United Air Lines,Omaha - Denver,McDonnell Douglas DC-8-12,122,17,1
07-12-1961,"Casablanca, Morocco",Ceskoslovenske Aerolinie,Zurich - Rabat,Ilyushin IL-18B,72,72,0
07/19/1961,"Near Azul, Argentina",Aerolineas Argentinas,Buenos Aires - Comodoro,Douglas DC-6,67,67,0
07/21/1961,"Shemya, Alaska",Alaska Airlines,Seattle - Shemya AFB,Douglas DC-6A,6,6,0
08-06-1961,"Budapest, Hungary",Malev Hungarian Airlines,,Douglas DC-3,27,27,3
08-09-1961,"Sola, Norway",Cunard Eagle Airways,London - Sola,Vickers Viking 3B,39,39,0
08/13/1961,"Near Pha Khao, Laos",Air America,,Curtiss C-46F,6,6,0
08/29/1961,"Sondreströmfjord, Greenland",Eastern Provincial Airways,,de Havilland Canada DHC-3 Otter,6,1,0
09-01-1961,"Near Hinsdale, Illinois",Trans World Airlines,Chicago - Las Vegas,Lockheed 049 Constellation,78,78,0
09-05-1961,"Near Sendafar, Ethiopia",Ethiopian Airlines,Addis Ababa - Asmara,Douglas DC-3,19,5,0
09-06-1961,"Cerro del Aernal, Costa Rica",Lineas Aéreas Costarricenses,,Douglas DC-3,2,2,0
12/29/1961,"Surabaya, Indonesia",Garuda Indonesia Airlines,,Douglas DC-3,14,14,0
09-10-1961,"Shannon, Ireland",President Airlines,Shannon - Gander,Douglas DC-6B,83,83,0
09-12-1961,"Near Rabat, Morrocco",Air France,Paris - Rabat,Sud-Aviation Caravelle III,77,77,0
09/17/1961,"Ndola, Zambia",United Nations Organization,Leopoldville - Ndola,Douglas DC-6B,16,16,0
09/17/1961,"Chicago, Illinois",Northwest Orient Airlines,Chicago - Tampa,Lockheed 188C  Electra,37,37,0
09/23/1961,"Ankara, Turkey",Turkish Airlines (THY),Adana - Ankara,Fokker F-27 Friendship 100,29,28,0
10-07-1961,"Mt. Canigou, France",Derby Aviation,London - Perpignan,Douglas DC-3,34,34,0
10-10-1961,"El Adem, Libya",Military - Royal Air Force,,Handley Page Hastings C-2,37,17,0
11-01-1961,"Les Prevosts, Guernsey",Bristol 170 Freighter 31M,Cherboug - Les Prevosts,Silver City Airways,10,2,0
11-01-1961,"Near Recife, Brazil",Panair do Brasil,Lisbon - Ilha do Sal - Recife,Douglas DC-7C,45,45,0
11-08-1961,"Near Richmond, Virginia",Imperial Airways,Baltimore - Columbia SC,Lockheed C-69 Constellation,79,77,0
11-11-1961,Off Puerto Rico,Air Haiti International,"San Juan, PR - Managua",Lockheed L-749A Constellation,3,3,0
11/23/1961,"Campinas, Brazil",Aerolineas Argentinas,Sao Paulo - Trinidad,de Havilland Comet 4,52,52,0
11/23/1961,Sao Tomé,Military - Força Aérea Portuguesa,,Douglas C-54 Skymaster,35,21,0
11/30/1961,"Sydney, NSW, Australia",Ansett ANA,Sydney - Canberra,Vickers Viscount 720,15,15,0
12-04-1961,"Mainz, Germany",Lufthansa,Training,Boeing 720-030B,3,3,0
12-12-1961,"Chievres, Belgium",Military - Belgian Air Force,,Fairchild C-119G / Fairchild C-119,13,13,8
12/15/1961,"Managua, Nicaragua",Lanica,,Curtiss C-46,2,2,0
12/21/1961,"Ankara, Turkey",British European Airways,Ankara - Nicosia,de Havilland Comet 4B,34,27,0
12/24/1961,"Old Harbor, Kodiak Island, Alaska",Kodiak Airways,Old Harbor - Kaguyak,Grumman G-21A Goose,5,1,0
01/22/1962,"Caranavi ,Bolivia",Corporacion Boliviano de Fomento,,Curtiss C-46D,6,6,0
01/27/1962,"Batataevka, USSR",Aeroflot,,Antonov AN-10A,13,13,0
02-04-1962,"Near Tino Maria, Peru",Faucett,Huanuco - Pucallpa,Douglas DC-3,18,18,0
02/25/1962,"Portlamar, Margarita Island, Venezuela",Avensa,Porlamar - Cumana,Fairchild F-27,23,23,0
02/25/1962,"Municipio de Marulanda, Colombia",Avianca,Manizales - Bogota,Douglas C-47A,2,2,0
03-01-1962,"Jamaica Bay, New York, New York",American Airlines,New York City - Los Angeles,Boeing B-707-123B,95,95,0
03-04-1962,"Douala, Cameroon",Caledonian Airways,Douala - Lisboa,Douglas DC-7C,111,111,0
03-06-1962,"Near Seymour, South Africa",South African Airways,Grahamtown - Queentown,Douglas DC-3,7,2,0
03-08-1962,"Mt. Medetsiz, Turkey",Turkish Airlines (THY),Ankara - Adana,Fairchild F-27,11,11,0
03-08-1962,"Rome, Italy",Societa Aerea Mediterranea,Khartoum - Rome,Douglas DC-6B,5,5,0
03-08-1962,"Near Alencon, France",Military - U.S. Air Force,Training exercise,Lockheed C-130A Hercules,15,15,0
03/15/1962,"Adak, Alaska",Flying Tiger Line,"Cold Bay, AK - Adak, AK",Lockheed 1049H Super Constellation,7,1,0
03/15/1962,"Western PacifiOcean, Philippine Sea",Flying Tiger Line,"Travis AFB - Honolulu - Agana, Guam - Clark AFB -Saigon",Lockheed 1049H Super Constellation,107,107,0
03/20/1962,Algeria,Military - French Air Force,,Nord 2501 Noratlas,11,11,0
03/27/1962,"Santiago de Cuba, Cuba",Cubana de Aviacion,Santiago de Cuba - Havana,Ilyushin IL-14,22,22,0
04-06-1962,"Near Villavicencio, Colombia",Military - Colombian Air Force,Bogota - Araracuara - Villavicencio,Douglas C-47,31,31,0
04/22/1962,"Serrania del Baudo, Colombia",AVISPA,Bahia Solano - Quibdo,Douglas C-47A-1,40,40,0
10-12-1962,"Near Camona, Spain",Iberia Airlines,Barcelona - Valencia - Seville,Convair CV-440 -62,18,18,0
05-06-1962,"Near Portsmouth, England",East Anglian Flying Services,"Jersey, Channel Islands - Portsmouth, England",Douglas C-47A,18,12,0
05-08-1962,"Near Mong Pa Liao, Burma",Military - Union of Burma Air Force,,Douglas C-47,32,32,0
05-09-1962,"Vitoria, Brazil",Cruzeiro,Rio de Janerio - Vitoria,Convair CV-240-0,25,23,0
05-12-1962,"Godthaab, Greenland",East Provincial Airways,Sondre Stromfjord - Godthab,Consolidated Catalina,21,15,0
05/15/1962,"Near Cairo, Egypt",United Arab Airlines,"Cairo, Egypt  - Beirut, Lebanon",Douglas DC-3,3,3,0
05/17/1962,"Near Nairobi, Kenya",Military - U.S. Air Force,,Lockheed C-130A Hercules,13,13,0
05/22/1962,"Near Markt Schwaben, West Germany",Military - U.S. Navy,,Lockheed C121J,26,26,0
05/22/1962,"Near Unionville, Missouri",Continental Airlines,"Chicago - Kansas City, MO",Boeing B-707-124,45,45,0
06-03-1962,"Villeneuve-le-Roi, Val-de-Marne, France",Air France,Paris - New York City,Boeing B-707-328,132,130,0
06-04-1962,"Sofia, Bulgaria",Aeroflot,,Tupolev Tu-104B,5,5,0
06/22/1962,"Basse-Terre, Guadaloupe, West Indies",Air France,Paris - Pointe-a Pitre - Santaigo,Boeing B-707-328,112,112,0
06/28/1962,"Near Adler, Russia",Aeroflot,Lvov - Sochi,Antonov AN-10A,81,81,0
06/30/1962,"Near Krasnoyarsk, USSR",Aeroflot,,Tupolev TU-104A,84,84,0
07-06-1962,"Near Tashkent, Uzbekistan, USSR",Aeroflot,,Ilyushin IL-14,14,14,0
07-07-1962,"Near Junnar, Maharashtra, India",Alitalia,Bangkok - Bombay,McDonnell Douglas DC-8-43,94,94,0
07-09-1962,"Off Brindisi, Italy",Trans Mediterranean Airways,,Douglas DC-4,6,6,0
07/15/1962,"Near Lahore, Pakistan",Indian Airlines,"Kabul  - Amritsar, India",Douglas C-47A,3,1,0
07/16/1962,"Loheshyphn, India",Kalinga Airlines,,Douglas C-47,9,9,0
07/19/1962,"Near Bangkok, Thailand",United Arab Airlines,Hong Kong - Bangkok,de Havilland Comet 4C,26,26,0
07/22/1962,"Honolulu, Hawaii",Canadian PacifiAir Lines,"Honolulu - Nadi, Fiji",Bristol Britannia 314,40,27,0
07/28/1962,"Sochi, Russia",Aeroflot,,Antonov An-10A,81,81,0
07/30/1962,"Coulommiers, France",Air France,Training,Douglas DC-3,8,4,0
08-01-1962,"Near Kathmandu, Nepal",Royal Nepal Airlines,Katmandu - New Deli,Douglas DC-3,10,10,0
08/20/1962,"Rio de Janerio, Brazil",Panair do Brazil,Rio de Janeiro - Lisbon,McDonnell Douglas DC-8-33,105,15,0
08/23/1962,"Berranca Bermeja, Colombia",Taxader Airlines,Berranca Bermeja - Bucaramanga,Douglas DC-3,32,20,0
08/24/1962,"Cerro Puena Paz, Peru",Faucett,,Douglas DC-3,9,9,0
09-02-1962,"Near Khabarovsk, USSR",Aeroflot,Khabarovk - Petropavlovsk,Tupolev TU-104A,86,86,0
09-03-1962,"Yanoyaki, Japan",Military - Japan Maritime Self Defense Force,,Lockheed P2V-7,12,12,1
09-04-1962,"Near Lake Milton, Ohio",Private - Ashland Oil Company,,Lockheed 18 Lodestar,13,13,0
09-10-1962,"Brno, Czechoslovakia",Ceskoslovenske Aerolinie,Bratislava - Brno,Avia 14,34,11,0
09-10-1962,"Near Milan, Washington",Military - U.S. Air Force,Ellsworth AFB - Fairchild AFB,Boeing KC-135A,44,44,0
09-10-1962,"Near Alcoche, Bolivia",Aerolineas Abaroa,Caranavi - Rurrenabaque,Douglas C-47A,4,4,0
09/21/1962,"Sela, India",Kalinga Airlines,,Douglas C-47A,8,8,0
09/23/1962,North AtlantiOcean,Flying Tiger Line,"Gander, Newfoundland - Frankfurt, Germany",Lockheed 1049H-82 Super Constellation,76,28,0
10-10-1962,"Spt-Îles, Quebec, Canada",Trans Canada Air Lines,,Vickers 757 Viscount,19,2,0
10-12-1962,"Manila, Philippines",Philippine Air Lines,Training,Fokker F-27 Friendship 100,3,3,0
10-12-1973,"Acapulco, Mexico",Avionas  Banamex,,de Havilland DH-125-1A,8,8,0
10/19/1962,"Windsor Locks, Connecticut",Allegheny Airlines,"Washington D.C. - Providence, RI",Convair CV-340/440,52,1,0
10/25/1962,"Near Moscow, Russia",Aeroflot,,Tupolev TU-104B,10,10,0
11-10-1962,"Near Tourane, South Vietnam",Air Vietnam (South Vietnam),Hue - Da Nang,Douglas DC-3,27,27,0
11/19/1962,"Near Nagoya, Japan",All Nippon Airways,,Vickers 828 Viscount,4,4,0
11/23/1962,"Ellicott, Maryland",United Air Lines,Newark - Washington D.C.,Vickers Viscount 745D,18,18,0
11/23/1962,Sao Tomé & Principe,Military - Portuguese Air Force,,Douglas C-54D,37,23,0
11/23/1962,"Le Bourget, France",Malev Hungarian Airlines,Frankfurt - Paris,Ilyushin IL-18D,21,21,0
11/26/1962,"Paraibuna, Brazil",VASP / Private,Sao Paulo - Rio de Janeiro,Saab Scandia / Cessna 310,26,26,0
11/27/1962,"Lima, Peru",Varig,Porto Alegre - Lima,Boeing B-707-441,97,97,0
11/30/1962,"New York, New York",Eastern Air Lines,Charlotte - New York City,Douglas DC-7B,51,25,0
12-06-1962,"Barranca Bermeja, Colombia",Taxader Airlines,Bucaramanga - Barrancabermeja,Douglas C-47,26,24,0
12/14/1962,"Near Manaus, Brazil",Panair do Brasil,Belem - Manaus,Lockheed 049-46-21 Constellation,50,50,0
12/14/1962,"Burbank, California",Flying Tiger Line,Chicago - Burbank,Lockheed 1049H Super Constellation,5,5,3
12/19/1962,"Warsaw, Poland",LOT Polish Airlines,Berlin - Warsaw,Vickers Viscount 804,33,33,0
12/20/1962,"Kadena AB, Okinawa",Military - U.S. Air Force,,KB-50,12,12,
12/22/1962,"Near Brasilia, Brazil",Varig,Rio de Janeiro - Brasilia,Convair CV-240-2,40,1,0
12/28/1962,"Rotterdam, The Netherlands",Carvair ATL-98,"Southend, England - Rotterdam, The Netherlands",Channel Air Bridge,18,1,0
12/29/1962,"Monte Renosa, Corsica, France",Air Nautic,Bastia - Ajaccio,Boeing B307-1 Stratoliner,25,25,0
03-10-1964,"Grand Isle, Louisana",Commercial Air Taxi,,Bell 74G,2,2,0
01/14/1963,"Barter Island, Alaska",Wien Alaska Airlines,,Beech AT-11,6,5,0
01/15/1963,"Sao Paulo, Brazil",Cruzeiro,,Convair CV-240-0,45,13,7
01/17/1963,"Great Salt Lake, Utah",West Coast Airlines,Training,Fairchild F-27,3,3,0
01/26/1963,"Kotzebue, Alaska",Skyvan Airways,,Curtiss C-46F,2,1,0
01/29/1963,"Kansas City, Missouri",Continental Airlines,"Midland, TX - Kansas City, MO",Vickers Viscount 812,8,8,0
01/30/1963,"Off Patuxent River, Maryland",Military - U.S. Navy,,Lockheed P-3A Orion,14,14,0
02-01-1963,"Ankara, Turkey",Middle East Airlines / Military - Turkish Air ForceC-47,Nicosia - Ankara,Vickers Viscount 754D,17,17,87
02-03-1963,"San Francisco, California",Slick Airways,,Lockheed 1049H Super Constellation,8,3,0
02-08-1963,"Syktyvkar ,Russia",Aeroflot,Training,Antonov An-10A,7,7,0
02-12-1963,"Near Miami, Florida",Northwest Orient Airlines,Miami - Chicago,Boeing B-720-051B,43,43,0
02/28/1963,"Boston, Massachusetts",Eastern Air Lines,,Douglas DC-7,26,0,1
03-02-1963,"Near Davao City, Philippines",Philippine Air Lines,Cotabato - Davao,Douglas DC-3,27,27,0
03-05-1963,"Camden, Tennesee",Private,Kansas City - Dyersburg - Nashville,Piper PA-24-250 Comanche,4,4,0
03/15/1963,"Near Karai, Iran",Middle East Airlines,Tehran - Beirut,Avro 685 York C1,4,4,0
03/15/1963,"Near Charana, Bolivia",Lloyd Aereo Boliviano,Arica - La Paz,Douglas DC-6B,41,41,0
03/20/1963,"Monte Matto, Italy",Saudi Arabian Royal Flight,Geneva - Nice,de Havilland Comet 4C,18,18,0
03/23/1963,"Misaki Mountain, Japan",Military - Japan Air Self Defense Force,,H-21B,10,10,0
11/20/1964,"Angelholm, Sweden",Linjefyg,,Convair CV-440,43,31,0
03/30/1963,"Near Sora, Italy",Itavia,Pescara - Rome,Douglas DC-3,11,11,0
04/14/1963,"Oslo, Norway",Icelandair,Copenhagen - Oslo,Vickers Viscount 759D,12,12,0
05-03-1963,"Near Buca, Cameroon",Air Afrique,Douala - Lagos,Douglas DC-6B,55,55,0
05-03-1963,"Sao Paulo, Brazil",Cruzeiro,Sao Paulo - Rio de Janeiro,Convair CV-340-59,50,37,0
05-12-1963,"Near Ayayda, Egypt",United Arab Airlines,Cairo - Alexandria,Douglas DC-3,34,34,0
06-03-1963,"PacifiOcean, 116 miles WSW of Annette Island, Alaska",Northwest Orient Airlines,McChord AFB - Elmendorf AFB,Douglas DC-7CF,101,101,0
06-03-1963,"Sama, India",Indian Airlines,Amritsar - Srinagar,Douglas C-47,29,29,0
06-10-1963,"Yunnan, Burma",Union of Burma Airways,Rangoon - Putao,Douglas DC-3,20,20,0
06/16/1963,"Bekkessamson, Romainia",Tarom,Munchen - Constanta,VEB 14P,31,31,0
06/16/1963,"Near Aysen, Chile",Military - Chilean Air Force,,Douglas C-47A,20,19,0
06/23/1963,"Nar Augustdorf, West Germany",Military - Royal Belgian Air Force,,Fairchild C-119,47,38,0
06/26/1963,"Detmold, Germany",Military - Belgian Air Force,,Kaiser-Fraser C-119G,47,38,0
07-01-1963,"Passo Fundo, Brazil",Varig,Carazinbo - Passo Fundo,Douglas DC-3,18,15,0
07-02-1963,"Rochester, New York",Mohawk Airlines,Rochester - Newark,Martin 404,43,7,0
07-03-1963,"Mt. Ngatamahinerua, New Zealand",New Zealand National Airways,Auckland - Whenuapai - Tauranga,Douglas DC-3,23,23,0
07/13/1963,"Near Irkutsk, Russia",Aeroflot,Moscow - Irkutsk,Tupolev TU-104B,35,35,0
07/15/1963,"Farafangana, Madagascar",Air Madagascar,,Douglas C-47,12,6,0
07/17/1963,"Pak Tha, Laos",Air America,,Curtiss C-46F,6,6,0
07/27/1963,"Off Bandra, Maharashtra, India",United Arab Airlines,Bangkok - Bombay,de Havilland Comet 4C,63,63,0
08-08-1963,"Wemmershoek Mountains, South Africa",Military - South African Air Force,,Avro Shackleton MR3,13,13,0
08-12-1963,"Lyon, France",Air Inter,Lille - Lyon,Vickers Viscount 708,20,20,1
08/14/1963,"Near Great Falls, Montana",American Air  Export & Import Co.,,Curtiss C-46F-1-CU,2,1,0
08/17/1963,"Hachijo-Jima Island, Japan",Fujita Koku Kabushki Kai,,de Havilland DH-114 Heron,19,19,0
08/21/1963,"Near Leningrad , Russia",Aeroflot,Tallinn - Moscow,Tupelov Tu-124,52,0,0
08/28/1963,"Off Miami, Florida",Military - U.S. Air Force / Military -  U.S. Air Force,,Boeing KC-135A / Boeing KC-135A,16,16,0
09-04-1963,"Durrenasch, Aargau, Switzerland",Swissair,Zurich - Geneva,Sud-Aviation Caravelle III,80,80,0
09-11-1963,"Perpignan, France",Air Nautic,London - Perpignan,Vickers Viking 1B,40,40,0
09-11-1963,"Near Patti, India",Indian Airlines,Madras - Nagpur - Delhi.,Vickers Viscount 768D,18,18,0
09/22/1963,"Off Dover, Deleware",Military - U.S. Air Force,,Douglas C-133A,10,10,0
10-09-1963,"Near Marseilles, France",Aeronaves de Panama,"Marseilles, France - Dhah, Saudi Arabia",Douglas C-74,6,6,0
10/14/1963,"Jamaica, New York",New York Airways,Idlewild - Newark,Boeing Vetrol 107 II helicopter,6,6,0
10/18/1963,"Near Aswan, Egypt",Military - Soviet Air Force,,Antonov AN-12,31,31,0
10/20/1963,"Hayes Island, Russia",Aeroflot,,Ilyushin IL-14,5,5,0
10/22/1963,"Near Tisbury, England",British Aircraft Corporation,Test flight,BAC One-Eleven 200AB,7,7,0
11-08-1963,"Mariehamn, Aaland Island, Finland",Finnair,Turku - Mariehamn,Douglas DC-3,24,22,0
11/29/1963,"Ste. Therese de Blainville, Canada",Trans Canada Air Lines,Montreal - Toronto,McDonnell Douglas DC-8F-54F,118,118,0
12-07-1963,"Near Nederland, Colorado",Zantop Air Transport,Lowery AFB - Ogden Hill AFB,Curtis C-46A-20-CU,3,3,0
12-08-1963,"Elkton, Maryland",Pan American World Airways,Washington - Baltimore - Philadelphia,Boeing B-707-121,81,81,0
12-12-1963,"Gazni, Afghanistan",Trans Mediterranean Airways,Kawait - Kabul,Douglas C-54A,3,3,0
12/15/1963,"Cairo, Egypt",Misrair,Cairo - Luxor,Vickers 634 Viking 1B,6,6,0
12/17/1963,"Los Angeles, California",Western Airlines,,Douglas DC-6B,46,0,0
01-09-1964,"Zarate, Argentina",Aerolineas Litoral Argentina,Rosario - Buenos Aires,Douglas DC-3,30,28,0
01/22/1964,"Prescott, Arizona",Commercial Air Taxi,,Piper PA-23,2,2,0
02-03-1964,"Near Ankara, Turkey",Turkish Airlines (THY),Istanbul - Ankara,Douglas C-47A,3,3,0
02-03-1964,"Gainsville, Florida",South Central Airlines,Gainsville - Jacksonville,Beech D18S,10,10,0
02-04-1964,"Yacuiba, Bolivia",Lloyd Aéreo Boliviano,,Douglas DC-3,29,2,0
02-08-1964,"Freeport, Bahamas",Private air taxi,"Freeport, Grand Bahamas - West Palm Beach, FL",Piper PA-23,4,4,0
02/15/1964,"Detroit, Michigan",Commercial Air Taxi,Detroit - Akron,Piper Aero Commander 560E,4,4,0
02/18/1964,"Banihal Pass, India",Military - Indian Air Force,,Ilyushin IL-14,13,13,0
02/21/1964,"Marawi, Philippines",Philippine Air Lines,Cotabato - Malabang - Iligan - Cayagan de Oro,Douglas DC-3,32,31,0
02/22/1964,"Barrackpore, India",Military - Indian Air Force,,Fairchild C-119,22,22,0
02/22/1964,"Near Forsyth, Montana",Commercial Air Taxi,,Beechcraft C35,2,2,0
02/25/1964,"Lake Pontchartrain, New Orleans, Louisiana",Eastern Air Lines,Mexico City - New Orleans - New York City,McDonnell Douglas DC-8-21,58,58,0
02/27/1964,"Oita, Japan",Fuji Airlines,Kagoshima - Oita,Convair CV-240-0,42,20,0
02/29/1964,"Near Innsbruck, Austria",British Eagle International Airlines,London - Innsbruck,Bristol Britannia 312,83,83,0
03-01-1964,"Near Zephyr Cove, Nevada",Paradise Airlines,"San Jose, CA - Lake Tahoe",Lockheed 049 Constellation,85,85,0
03-08-1964,"Bogota, Colombia",Taxi Aereo de Santander,Pereira - Bogota,Douglas DC-3,28,28,0
03-08-1964,Near Chicago Illinois,Snow Valley Ski Lines,,Douglas DC-3,30,1,0
03-10-1964,"Boston, Massachutes",Slick Airways - Cargo,New York - Winsor Locks - Boston,Douglas DC-4,3,3,0
03-12-1964,"Miles City, Montana",Frontier Airlines,Billings - Miles City - Glendive - Sidney,Douglas DC-3C,5,5,0
03/20/1964,"Near Danbury, North Carolina",Commercial Air Taxi,,Piper PA-23,3,3,0
03/28/1964,"Mt. Vesuvius, Italy",Alitalia,Rome - Napoli,Vickers Viscount 785D,45,45,0
03/28/1964,North PacifiOcean,Private - Facilities Management Co.,Honolulu - San Francisco,Douglas C-54A-10-DC,9,9,0
04-12-1964,"Hargeisa, Somalia",Aden Airways,,Douglas DC-3,15,15,0
04/17/1964,"Dahran, Saudi Arabia",Middle East Airlines,,Sud Aviation Caravelle 3,49,49,0
04/17/1964,"Elim, Alaska",Wein Alaska Airlines Inc.,,Cessna 185,2,2,0
05-07-1964,"San Ramon, California",PacifiAir Lines,Stockton - San Fransisco,Fairchild F-27A,44,44,0
